file_name,image_id,image_role,source_image_id,response_id,item_id,content_item_version_id,transformation,metadata_status,provenance_status,consent_status,storage_scope,captured_at,ingested_at
IMG_6931.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_6932.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_6933.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
IMG_6934.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0796.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0797.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0798.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0799.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0800.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0801.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0802.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0803.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0804.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0805.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0806.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0807.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0808.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
